Year,Series,Ministry,Department,Value
2008,Actual Spent,Ministry of Internal Affairs,Vanuatu Police Force,37
2008,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,50
2008,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,12
2008,Actual Spent,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,1
2008,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,15
2008,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Lands,4
2008,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,4
2008,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",11
2008,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,0
2008,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,0
2008,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,30
2008,Actual Spent,Prime Ministers Ministry,Prime Ministers Cabinet,43
2009,Actual Spent,Constitutional Agencies,Judiciary,2
2009,Actual Spent,Constitutional Agencies,Public Prosecutor,1
2009,Actual Spent,Constitutional Agencies,Public Service Commission,0
2009,Actual Spent,Constitutional Agencies,State Law Office,10
2009,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",2
2009,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,26
2009,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,40
2009,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,9
2009,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,9
2009,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,3
2009,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,23
2009,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,16
2009,Actual Spent,Ministry of Education & Training,Director General Directorate,385
2009,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,6
2009,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,338
2009,Actual Spent,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,15
2009,Actual Spent,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,71
2009,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,80
2009,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",27
2009,Actual Spent,Ministry of Health,Department of Health,221
2009,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,2301
2009,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,4
2009,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,4
2009,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,33
2009,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,79
2009,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,67
2009,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,2
2009,Actual Spent,"Ministry of Lands, Mines & Water Resources",Corporate Services,0
2009,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,29
2009,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Lands,16
2009,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,1
2009,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,4
2009,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,20
2009,Actual Spent,Prime Ministers Ministry,Prime Ministers Cabinet,32
2010,Actual Spent,Constitutional Agencies,Judiciary,1
2010,Actual Spent,Constitutional Agencies,Public Prosecutor,2
2010,Actual Spent,Constitutional Agencies,Public Service Commission,5
2010,Actual Spent,Constitutional Agencies,State Law Office,12
2010,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",1
2010,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,2
2010,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,5
2010,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,7
2010,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,9
2010,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,119
2010,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,10
2010,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,12
2010,Actual Spent,Ministry of Education & Training,Director General Directorate,660
2010,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,3
2010,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,197
2010,Actual Spent,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,26
2010,Actual Spent,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,132
2010,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,75
2010,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",13
2010,Actual Spent,Ministry of Health,Department of Health,226
2010,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,2479
2010,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,156
2010,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,7
2010,Actual Spent,Ministry of Internal Affairs,Department of Immigration,10
2010,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,10
2010,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,51
2010,Actual Spent,Ministry of Internal Affairs,Vanuatu Police Force,40
2010,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,48
2010,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,9
2010,Actual Spent,"Ministry of Lands, Mines & Water Resources",Corporate Services,29
2010,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,12
2010,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,0
2010,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Lands,14
2010,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,3
2010,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",1
2010,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,1
2010,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,9
2010,Actual Spent,Prime Ministers Ministry,Prime Ministers Cabinet,0
2011,Actual Spent,Constitutional Agencies,Judiciary,1
2011,Actual Spent,Constitutional Agencies,Public Prosecutor,7
2011,Actual Spent,Constitutional Agencies,Public Service Commission,2
2011,Actual Spent,Constitutional Agencies,Public Solicitor,6
2011,Actual Spent,Constitutional Agencies,State Law Office,9
2011,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,2
2011,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,2
2011,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,9
2011,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,18
2011,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,55
2011,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,13
2011,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,15
2011,Actual Spent,Ministry of Education & Training,Director General Directorate,510
2011,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,3
2011,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,217
2011,Actual Spent,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,10
2011,Actual Spent,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,93
2011,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,43
2011,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,27
2011,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",9
2011,Actual Spent,Ministry of Health,Department of Health,389
2011,Actual Spent,Ministry of Health,Health Cabinet,0
2011,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,600
2011,Actual Spent,Ministry of Infrastructure and Public Utilities,Department of Public Works,722
2011,Actual Spent,Ministry of Infrastructure and Public Utilities,Vanuatu Telecommunications Regulator,39
2011,Actual Spent,Ministry of Internal Affairs,Civil Registry Office,5
2011,Actual Spent,Ministry of Internal Affairs,Department of Immigration,4
2011,Actual Spent,Ministry of Internal Affairs,Department of Provincial Affairs,7
2011,Actual Spent,Ministry of Internal Affairs,Internal Affairs Cabinet,6
2011,Actual Spent,Ministry of Internal Affairs,Vanuatu Police Force,7
2011,Actual Spent,Ministry of Justice and Social Welfare,Correctional Services,30
2011,Actual Spent,Ministry of Justice and Social Welfare,Department of Womens Affairs,4
2011,Actual Spent,"Ministry of Lands, Mines & Water Resources",Corporate Services,0
2011,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,35
2011,Actual Spent,"Ministry of Lands, Mines & Water Resources",Department of Lands,9
2011,Actual Spent,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,49
2011,Actual Spent,Ministry of Youth Development and Sports,Department of Youth and Sport,15
2011,Actual Spent,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,8
2011,Actual Spent,Prime Ministers Ministry,Prime Ministers Cabinet,3
2012,Actual Spent,Constitutional Agencies,Citizenship Office,0
2012,Actual Spent,Constitutional Agencies,National Audit Office,13
2012,Actual Spent,Constitutional Agencies,Public Prosecutor,0
2012,Actual Spent,Constitutional Agencies,Public Service Commission,0
2012,Actual Spent,Constitutional Agencies,Public Solicitor,2
2012,Actual Spent,Constitutional Agencies,State Law Office,13
2012,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,3
2012,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,0
2012,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,14
2012,Actual Spent,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,17
2012,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,6
2012,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,15
2012,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,2
2012,Actual Spent,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,33
2012,Actual Spent,Ministry of Education & Training,Director General Directorate,560
2012,Actual Spent,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,30
2012,Actual Spent,Ministry of Finance and Economic Management,Department of Finance & Treasury,354
2012,Actual Spent,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,1
2012,Actual Spent,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,0
2012,Actual Spent,Ministry of Finance and Economic Management,MFEM Cabinet,12
2012,Actual Spent,Ministry of Finance and Economic Management,MFEM Corporate Services,95
2012,Actual Spent,Ministry of Finance and Economic Management,National Statistics Office,43
2012,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",0
2012,Actual Spent,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,52
